	Y (Y)\µm	0	400.834	801.668	1202.5	1603.34	2004.17	2405	2805.84	3206.67	3607.51	4008.34	4409.17	4810.01	5210.84	5611.68	6012.51	6413.34	6814.18	7215.01	7615.85	8016.68	8417.51	8818.35	9219.18	9620.02	10020.9	10421.7	10822.5	11223.4	11624.2
X (X)																															
µm		Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s	Counts/s
28392.8		0	0.77531	1.19214	1.5923	7.44464	0.65026	5.72729	0	4.47679	8.52007	4.68521	4.23503	5.36881	12.8718	4.88529	11.1128	11.2712	19.191	30.7206	24.8016	56.7477	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
28792.7		0	2.31759	0	2.39262	1.01707	0.65026	6.31086	0	2.14252	0	4.10998	1.01707	9.27871	6.96112	11.9631	7.03615	19.0326	18.7742	26.2355	34.1637	48.8279	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
29192.6		0	0	0	0	4.82693	1.01707	1.79238	3.0929	1.66733	4.51847	4.28505	8.86188	9.56216	12.5133	3.95158	2.03415	15.6563	24.2931	12.0048	34.5388	51.2788	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
29592.5		0.77531	0	1.01707	0	0	1.42557	3.87655	4.89362	3.16793	0	0.65026	1.66733	7.61138	11.6297	9.6622	10.0457	10.2458	12.8635	11.9298	24.8183	35.2724	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
29992.4		2.68441	2.38429	2.96785	0	0	1.55896	1.19214	4.28505	5.24376	3.08457	5.65226	2.14252	9.93731	3.12625	7.51134	6.49426	5.31046	12.3883	12.0465	16.1565	32.1379	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
30392.2		0	2.39262	0	0	0.65026	2.14252	1.01707	0	2.55936	4.47679	2.39262	2.39262	2.32593	4.18501	7.31959	7.58637	9.36208	14.4474	5.71895	18.3407	37.2732	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
30792.1		2.55936	0	0	2.55936	0	2.31759	8.37835	0	0.942043	6.38589	0	8.98693	8.62011	10.004	4.82693	11.6463	10.5042	10.7376	20.8917	33.9386	53.8465	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
31192		0.942043	0.77531	2.14252	4.40176	0	1.19214	2.55936	0	0	7.11118	6.38589	5.90236	0	3.9099	10.771	8.22829	2.31759	0	8.4117	17.3403	17.607	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
31591.9		0.366813	2.39262	0	0	4.71022	0	0	2.13419	4.70188	0	5.89402	4.53515	0.77531	10.029	1.30052	5.11038	12.7551	16.64	6.27751	8.98693	15.9647	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
31991.8		1.01707	0	2.55936	0	2.55936	2.31759	0	1.19214	3.28465	0.77531	8.11991	4.06829	4.76857	3.77651	11.0461	1.79238	7.99486	12.7468	9.04528	9.63719	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
32391.7		1.01707	2.55936	0	2.39262	0.366813	2.96785	2.68441	0	2.96785	0	3.7515	2.79278	4.71022	7.9115	2.14252	14.9893	5.98573	15.6896	4.63519	16.0981	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
32791.6		0	0	0	0	2.55936	0	0	3.81819	1.96745	4.76857	3.9099	2.39262	1.19214	14.1723	2.96785	3.33467	4.52681	7.86148	7.48633	11.6046	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
33191.5		0.77531	0	0	0	0	0	0	0	0.942043	0.366813	1.01707	14.6642	6.37755	7.86148	1.8424	6.37755	16.1148	4.02661	10.4458	8.78685	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
33591.4		0	0	0	0.366813	0.366813	0	2.14252	1.14212	0	3.33467	0	5.24376	5.85234	5.37715	2.57603	4.76024	5.002	7.35294	7.32793	16.1481	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
